filename,basic_ntokens,basic_ntypes,basic_ncontent_tokens,basic_ncontent_types,basic_nfunction_tokens,basic_nfunction_types,lexical_density_types,lexical_density_tokens,simple_ttr_aw,root_ttr_aw,log_ttr_aw,maas_ttr_aw,mattr50_aw,msttr50_aw,hdd42_aw,mtld_original_aw,mtld_ma_bi_aw,mtld_ma_wrap_aw
530153.txt,326,172,143,109,183,63,0.6337209302325582,0.4386503067484663,0.5276073619631901,9.526198940693433,0.8895085116573735,0.04396415508933232,0.7950902527075815,0.7933333333333333,0.8266953159534851,75.99769747437992,70.3705231560892,79.52147239263803
534034.txt,261,133,112,84,149,49,0.631578947368421,0.42911877394636017,0.5095785440613027,8.2324933258493,0.8788446748773252,0.05013378065739566,0.7653773584905661,0.764,0.7890921048741193,65.25,64.15400483710343,64.31800766283524
544897.txt,413,185,257,141,156,44,0.7621621621621621,0.6222760290556901,0.44794188861985473,9.103254879144773,0.8666724072072617,0.05096717833290289,0.7923076923076934,0.7925,0.8230745781839467,66.76998401278976,68.52203647416414,71.25181598062954
546137.txt,300,162,174,121,126,41,0.7469135802469136,0.58,0.54,9.353074360871936,0.891968857129153,0.043611568333611114,0.7916334661354587,0.7800000000000001,0.822910806399465,81.35265594967674,83.49171288638058,82.59333333333333
555078.txt,550,245,281,179,269,66,0.7306122448979592,0.5109090909090909,0.44545454545454544,10.446835101424911,0.8718430204599935,0.046766429871244145,0.7978043912175632,0.8018181818181819,0.8266021611787369,87.70369510319003,79.34503722084366,88.64
558848.txt,238,155,140,113,98,42,0.7290322580645161,0.5882352941176471,0.6512605042016807,10.047157715058548,0.9216329779125297,0.03297474624366088,0.8493121693121692,0.855,0.8649413374931259,121.5453629314804,119.97051184110008,128.06302521008402
566266.txt,720,323,436,266,284,57,0.8235294117647058,0.6055555555555555,0.4486111111111111,12.037499278873867,0.8781625958704594,0.04264026125125873,0.8145752608047654,0.8099999999999999,0.8374674096731701,91.40883733286107,86.45229298615999,96.77222222222223
575873.txt,255,125,119,83,136,42,0.664,0.4666666666666667,0.49019607843137253,7.827803638564369,0.8713380437429201,0.05346345650205566,0.7479611650485437,0.752,0.7879639192004181,63.75,53.66901354459494,57.35686274509804
593846.txt,411,231,266,189,145,42,0.8181818181818182,0.6472019464720195,0.5620437956204379,11.39438970670747,0.904267412094461,0.036625241475716934,0.8338121546961315,0.8300000000000001,0.876761051871715,93.64095744680851,126.84066679500225,121.49391727493918
594117.txt,266,151,151,111,115,40,0.7350993377483444,0.5676691729323309,0.5676691729323309,9.258404026222983,0.8985910546629658,0.041820163015430095,0.8386175115207385,0.8320000000000001,0.8486697094060303,98.97415506958251,102.3116741182315,108.01127819548873
596242.txt,380,171,139,105,241,66,0.6140350877192983,0.36578947368421055,0.45,8.772114910328067,0.8655749704434736,0.05210709523574556,0.7513595166163143,0.762857142857143,0.7921054228377897,59.27408210020798,59.562054234097246,58.22631578947368
603604.txt,477,236,284,179,193,57,0.7584745762711864,0.5953878406708596,0.4947589098532495,10.80569769729687,0.8859046932582462,0.042596424812526984,0.8014485981308396,0.8111111111111111,0.8216072001216798,84.74803921568628,87.28040920716111,85.69601677148847
607016.txt,237,132,110,83,127,49,0.6287878787878788,0.4641350210970464,0.5569620253164557,8.574321392493529,0.892967852685822,0.04507094298813025,0.7905319148936176,0.79,0.8283291541488432,73.52908587257618,75.97967032967034,88.58649789029536
613875.txt,417,224,231,164,186,60,0.7321428571428571,0.5539568345323741,0.5371702637889688,10.969327193986375,0.8969946479965148,0.03931297835009443,0.8261413043478264,0.8425,0.857531890051776,103.22125873640762,103.46210650687821,106.45083932853717
636116.txt,339,166,220,132,119,34,0.7951807228915663,0.6489675516224189,0.4896755162241888,9.015882413453236,0.8774438197968126,0.048437354683990075,0.8422758620689681,0.8366666666666666,0.8115605429983839,89.61389789424547,98.42617046818728,95.3834808259587
652576.txt,2090,692,1216,596,874,96,0.861271676300578,0.5818181818181818,0.3311004784688995,15.136760918389326,0.8554159515011684,0.043547493405233485,0.787280744732963,0.7848780487804878,0.8319994968352872,75.11609661271059,79.54973328392717,79.15933014354067
653726.txt,475,239,326,203,149,36,0.8493723849372385,0.6863157894736842,0.5031578947368421,10.966072079012852,0.8885581421780528,0.04163414797316511,0.8428638497652574,0.8400000000000001,0.8363327886666236,96.60013844023996,101.92830630551015,106.09052631578948
654034.txt,441,207,261,162,180,45,0.782608695652174,0.5918367346938775,0.46938775510204084,9.857142857142858,0.8757890444803178,0.046970633394318353,0.8114285714285717,0.8200000000000001,0.8642242531416395,82.82195121951219,86.20795542055275,86.57596371882086
660745.txt,325,173,162,120,163,53,0.6936416184971098,0.49846153846153846,0.5323076923076923,9.596313394696464,0.8909832908231196,0.04340038668610668,0.7868840579710149,0.7733333333333334,0.8426886257690083,70.60538854977582,65.03159674926155,71.10153846153847
664782.txt,371,181,151,116,220,65,0.6408839779005525,0.40700808625336926,0.48787061994609165,9.397051782886086,0.878688215218718,0.04721453126277654,0.789068322981367,0.7885714285714285,0.8123478585001398,72.51363636363637,72.99215964208987,75.76819407008087
673145.txt,649,281,367,209,282,72,0.7437722419928826,0.5654853620955316,0.43297380585516176,11.030214841302978,0.8707301760373466,0.045966776685446374,0.7908333333333324,0.785,0.8279814675090769,74.12113342566943,77.18346774193549,75.3482280431433
678185.txt,889,320,445,238,444,82,0.74375,0.500562429696288,0.35995500562429694,10.732455534488603,0.8495196454071398,0.051029287100887,0.7635000000000037,0.7658823529411763,0.8189626705998866,63.453521196484274,70.52524402269447,71.0517435320585
687545.txt,524,259,288,204,236,55,0.7876447876447876,0.549618320610687,0.49427480916030536,11.31446753376044,0.8874607428792084,0.04138490137610991,0.7811789473684195,0.774,0.8275397552911254,79.08289416340936,67.87784122548572,76.15076335877863
691562.txt,482,214,192,143,290,71,0.6682242990654206,0.3983402489626556,0.44398340248962653,9.747432899629526,0.8685698536537299,0.04898540520278794,0.765496535796765,0.7622222222222221,0.8035883222319106,66.55433591348235,66.08620398514014,67.54564315352697
691933.txt,382,199,262,166,120,33,0.8341708542713567,0.6858638743455497,0.5209424083769634,10.181725750923352,0.8903162910058741,0.04247909271693441,0.8317717717717715,0.8371428571428571,0.8410777299116248,112.73520710059172,101.83864070060656,117.27225130890052
694681.txt,823,355,464,274,359,81,0.7718309859154929,0.5637910085054678,0.4313487241798299,12.37452209516956,0.8747439449825627,0.04296359405135159,0.7975193798449599,0.79625,0.8431081941365908,81.08970588235294,91.90782912697085,92.00850546780073
709233.txt,599,255,372,215,227,40,0.8431372549019608,0.6210350584307178,0.4257095158597663,10.41901754217932,0.866463937423814,0.04807905702491565,0.8168363636363626,0.8163636363636364,0.8369322362501059,102.87612151847233,85.82601491300746,90.54257095158597
712166.txt,374,186,189,139,185,47,0.7473118279569892,0.5053475935828877,0.49732620320855614,9.617831033907356,0.8820933552521188,0.045826867010013254,0.7617846153846172,0.7657142857142857,0.8161515585687646,65.92045778263606,58.26157920670116,80.43582887700535
722753.txt,270,123,119,76,151,47,0.6178861788617886,0.44074074074074077,0.45555555555555555,7.485541619237271,0.8595608531503716,0.057761470710330554,0.7322171945701361,0.7440000000000001,0.7907697008591871,49.61852166525064,50.02158794552304,59.9
727252.txt,82,47,33,24,49,23,0.5106382978723404,0.4024390243902439,0.573170731707317,5.190281725517787,0.8736993181719663,0.06599423536971587,0.6018181818181818,0.68,0.6981381019355705,36.14218009478673,28.09069264069264,37.52439024390244
738755.txt,312,176,169,131,143,45,0.7443181818181818,0.5416666666666666,0.5641025641025641,9.96403790047244,0.9003101384330412,0.03996939957372252,0.7954372623574146,0.7899999999999999,0.819618163748893,70.56448175372972,80.09702686546171,82.2948717948718
739586.txt,814,333,478,271,336,62,0.8138138138138138,0.5872235872235873,0.4090909090909091,11.671643959925813,0.8666333688637994,0.04582062560602952,0.7665882352941163,0.76625,0.814764771030669,65.22435897435898,65.12564102564102,64.93488943488944
742606.txt,244,133,115,78,129,55,0.5864661654135338,0.4713114754098361,0.5450819672131147,8.514452515537583,0.8896124200312094,0.046237769278794125,0.8037948717948727,0.825,0.8405027924423523,83.93397297911235,73.27817213842059,89.95081967213115
743979.txt,104,68,42,35,62,33,0.5147058823529411,0.40384615384615385,0.6538461538461539,6.667948594698258,0.9085169178925453,0.045355265242794006,0.7243636363636359,0.77,0.7769144609763997,64.17123558132296,36.6127258444619,57.11538461538461
750527.txt,73,46,34,26,39,20,0.5652173913043478,0.4657534246575342,0.6301369863013698,5.383892771022007,0.8923616337611421,0.05776688975516542,0.645,0.66,0.7236288695108872,31.231524249422634,22.191489361702125,30.671232876712327
751220.txt,325,148,139,93,186,55,0.6283783783783784,0.4276923076923077,0.4553846153846154,8.20956290413339,0.8639978070276368,0.05414351441834601,0.784057971014493,0.7766666666666667,0.7931728264587548,68.77238917437134,66.76841106096424,65.35692307692308
752038.txt,262,155,149,117,113,38,0.7548387096774194,0.5687022900763359,0.5916030534351145,9.57593197983584,0.9057315174218662,0.03898128116479995,0.837464788732395,0.8160000000000001,0.8292201454556949,101.49522080501505,110.12628571428571,106.87404580152672
757095.txt,465,212,226,158,239,54,0.7452830188679245,0.4860215053763441,0.4559139784946237,9.831264590115568,0.8721187972250337,0.047941315192239126,0.7579807692307702,0.7666666666666668,0.7996577825684257,60.56828586995798,55.6734993144076,61.04731182795699
768864.txt,225,130,112,84,113,46,0.6461538461538462,0.49777777777777776,0.5777777777777777,8.666666666666666,0.8987156974553935,0.0430597123160029,0.8093181818181818,0.8200000000000001,0.8388785019990599,94.11014688343481,91.50199310493429,90.03555555555556
773502.txt,237,132,110,83,127,49,0.6287878787878788,0.4641350210970464,0.5569620253164557,8.574321392493529,0.892967852685822,0.04507094298813025,0.7905319148936176,0.79,0.8283291541488432,73.52908587257618,75.97967032967034,88.58649789029536
776241.txt,251,140,115,92,136,48,0.6571428571428571,0.4581673306772908,0.5577689243027888,8.836721643369245,0.8943416000545625,0.04403031920532383,0.806039603960396,0.7919999999999999,0.8229125091106333,77.93607305936072,81.64238095238095,87.45019920318725
776487.txt,373,165,216,121,157,44,0.7333333333333333,0.579088471849866,0.44235924932975873,8.543376155795212,0.8622608892525152,0.05355937229122964,0.7742592592592609,0.76,0.8251804655962973,69.81011989129163,59.20170694284619,68.81501340482573
778827.txt,267,133,120,82,147,51,0.6165413533834586,0.449438202247191,0.49812734082397003,8.13946781611599,0.8752696411442634,0.05140316504675652,0.7642201834862379,0.752,0.8284103171442507,65.1727315689981,62.88114832535885,63.21348314606742
783481.txt,407,181,177,118,230,63,0.6519337016574586,0.4348894348894349,0.44471744471744473,8.971836907448635,0.8651453907503894,0.05167646312119761,0.7599441340782119,0.7625000000000001,0.7973919229448023,64.1306404657933,58.731870211391126,63.778869778869776
786045.txt,355,189,167,131,188,58,0.6931216931216931,0.4704225352112676,0.532394366197183,10.031078467007802,0.8926501822654876,0.042094198194412895,0.8116993464052287,0.8057142857142857,0.8494344036433497,87.38401257012818,84.43800573559706,90.65070422535211
787468.txt,626,266,259,180,367,86,0.6766917293233082,0.41373801916932906,0.4249201277955272,10.63149820079984,0.8670899993018729,0.047526003196041715,0.7745927209705373,0.7933333333333333,0.8269253963441944,68.30261922318226,66.79337226615895,65.9297124600639
797771.txt,367,165,168,105,199,60,0.6363636363636364,0.45776566757493187,0.44959128065395093,8.612929891036028,0.8646287230616791,0.05278319810333592,0.7683018867924539,0.7657142857142858,0.7977329234743364,63.774236623826454,63.014586828859066,63.509536784741144
799859.txt,549,241,333,195,216,46,0.8091286307053942,0.6065573770491803,0.43897996357012753,10.285629354609311,0.8694849936707932,0.047640649677898814,0.773399999999999,0.762,0.8298102092508726,80.44491043007505,65.62792290829375,76.91256830601093
807032.txt,300,160,134,96,166,64,0.6,0.44666666666666666,0.5333333333333333,9.237604307034012,0.8897909129221719,0.04449079223225207,0.8107569721115555,0.82,0.8482581202750884,100.0,83.80148176291793,97.95
814967.txt,265,158,121,101,144,57,0.6392405063291139,0.45660377358490567,0.5962264150943396,9.705862845976428,0.9073190263530634,0.038246623936830246,0.8277777777777792,0.82,0.8625614564317926,96.0482050995371,100.34954697933975,98.58490566037736
817585.txt,427,234,271,195,156,39,0.8333333333333334,0.6346604215456675,0.5480093676814989,11.324053692802359,0.9006959969915935,0.037752034165719796,0.8444444444444441,0.8425,0.8529048150026015,125.69559573458965,127.24747311827957,129.9672131147541
820172.txt,254,130,98,78,156,52,0.6,0.3858267716535433,0.5118110236220472,8.15692546679606,0.8790393022591367,0.050298986123197297,0.7508292682926826,0.748,0.7967926524100526,57.23966835082264,59.971774193548384,59.854330708661415
820966.txt,377,197,252,159,125,38,0.8071065989847716,0.6684350132625995,0.5225464190981433,10.146016191704714,0.8905909249868289,0.04246683965400459,0.8272560975609766,0.8371428571428573,0.8276247157017209,81.25717665615142,88.56352459016394,86.0026525198939
824036.txt,657,269,395,227,262,42,0.8438661710037175,0.6012176560121766,0.4094368340943683,10.494689531919708,0.8623587960914053,0.04885111287767561,0.7579934210526323,0.7507692307692307,0.8011022325269591,58.51397039030956,58.749130416111996,57.50837138508371
824617.txt,573,237,266,157,307,80,0.6624472573839663,0.4642233856893543,0.41361256544502617,9.900817037521257,0.8609917395842723,0.05039900928997707,0.8015267175572504,0.7945454545454546,0.8458437997719304,78.89952745896355,76.56856046569081,76.85340314136126
855494.txt,438,191,182,121,256,70,0.6335078534031413,0.4155251141552511,0.4360730593607306,9.126333017039185,0.8635456081802803,0.0516584248458444,0.7551670951156801,0.7625,0.7896933973526461,61.96955181885175,55.84563654253709,60.93150684931507
857905.txt,573,237,266,157,307,80,0.6624472573839663,0.4642233856893543,0.41361256544502617,9.900817037521257,0.8609917395842723,0.05039900928997707,0.8015267175572504,0.7945454545454546,0.8458437997719304,78.89952745896355,76.56856046569081,76.85340314136126
860813.txt,296,164,172,122,124,42,0.7439024390243902,0.581081081081081,0.5540540540540541,9.532306376993182,0.8962292222064898,0.04199050129498668,0.8310121457489883,0.852,0.8436467042486329,98.66666666666667,98.23663322819175,106.52364864864865
867889.txt,289,142,127,91,162,51,0.6408450704225352,0.43944636678200694,0.4913494809688581,8.352941176470589,0.8745947543975227,0.05095914321335908,0.7980000000000004,0.7959999999999999,0.8231093738530583,68.98962093862815,73.3288753799392,72.17301038062284
872255.txt,466,218,313,179,153,39,0.8211009174311926,0.6716738197424893,0.4678111587982833,10.098654990543332,0.8763561818319531,0.046336557765010576,0.8318944844124675,0.8355555555555556,0.8351463918454395,88.24255319148936,94.37953367875647,94.11158798283262
873773.txt,358,171,174,116,184,55,0.6783625730994152,0.4860335195530726,0.4776536312849162,9.037630826146898,0.8743533228013943,0.049198289775910876,0.7927508090614893,0.7828571428571428,0.8124280400656998,74.43968867863782,71.03370732871807,72.85754189944134
874922.txt,381,162,175,109,206,53,0.6728395061728395,0.45931758530183725,0.4251968503937008,8.29951141717267,0.8560942434850268,0.05575743497824935,0.7533132530120475,0.7542857142857142,0.8048630032238515,63.61967235673798,51.62134502923976,65.34383202099738
879863.txt,257,127,110,75,147,52,0.5905511811023622,0.4280155642023346,0.49416342412451364,7.922042341707927,0.8729718267234862,0.052710248283122665,0.7277884615384616,0.72,0.8108020524054421,49.165217391304346,51.87935837906289,51.39299610894942
888424.txt,480,230,249,173,231,57,0.7521739130434782,0.51875,0.4791666666666667,10.498015685515684,0.8808337732151489,0.04444442563530451,0.8091415313225058,0.8066666666666666,0.8518079324263319,82.11540690454508,87.54236977256053,90.01041666666667
898569.txt,661,316,463,276,198,40,0.8734177215189873,0.7004538577912254,0.47806354009077157,12.29097549703374,0.8863505386151764,0.040298348546189106,0.8247385620915028,0.8215384615384617,0.844297834066147,84.49236188616072,107.67327687289176,105.09077155824508
898806.txt,382,212,236,170,146,42,0.8018867924528302,0.6178010471204188,0.5549738219895288,10.846863614048997,0.9009600207120471,0.03835691281265412,0.8400000000000003,0.84,0.8611566894886477,112.22916666666666,114.70694163710122,118.92146596858639
905874.txt,272,129,119,77,153,52,0.5968992248062015,0.4375,0.4742647058823529,7.821773907421738,0.8669254366971908,0.054660421844006234,0.7800896860986546,0.78,0.8064039070692295,65.21311475409837,65.93598650258039,66.06617647058823
909507.txt,546,287,364,247,182,40,0.8606271777003485,0.6666666666666666,0.5256410256410257,12.2824661350632,0.8979572202507654,0.03728008696107036,0.822454728370219,0.828,0.842126263210655,109.2,98.84266552998011,104.7985347985348
912015.txt,390,230,208,172,182,58,0.7478260869565218,0.5333333333333333,0.5897435897435898,11.646502721462166,0.9114893660362671,0.03415994866500361,0.8584750733137827,0.8485714285714286,0.865124969197956,138.11952620827546,141.4578511963977,142.93589743589743
914482.txt,160,83,64,43,96,40,0.5180722891566265,0.4,0.51875,6.561726144849387,0.8706776888178381,0.05867299067191923,0.7421621621621622,0.7333333333333334,0.7397833851884702,50.92656142759094,51.67040149393091,52.48125
916470.txt,351,192,200,145,151,47,0.7552083333333334,0.5698005698005698,0.5470085470085471,10.248201843525578,0.8970631535710036,0.04044181771350441,0.7848344370860936,0.7857142857142857,0.8459202332105676,87.34926644581165,72.79467754467754,89.44729344729345
917940.txt,320,157,127,97,193,60,0.6178343949044586,0.396875,0.490625,8.776566811686674,0.8765541669812229,0.04927682337868124,0.7752767527675282,0.7800000000000001,0.7929174431356447,67.47511312217193,65.88211749127242,67.065625
918755.txt,246,138,129,90,117,48,0.6521739130434783,0.524390243902439,0.5609756097560976,8.798558640274068,0.8949967232668654,0.04391724243003238,0.8318781725888325,0.85,0.8454626599646895,94.7842699762934,92.80401687454145,90.22764227642277
919419.txt,1128,421,790,368,338,53,0.8741092636579573,0.700354609929078,0.37322695035460995,12.535092584392459,0.8597694434482042,0.04594244946162192,0.8233734939759051,0.8145454545454546,0.8382411333621084,99.44558547628326,111.35949717496618,108.30673758865248
921255.txt,285,149,126,94,159,55,0.6308724832214765,0.4421052631578947,0.5228070175438596,8.825998278610475,0.885264198897172,0.04673851410000316,0.8019491525423736,0.82,0.8228150798664681,68.32991803278688,74.7806334371755,75.11228070175439
941125.txt,897,399,465,309,432,90,0.7744360902255639,0.5183946488294314,0.44481605351170567,13.322222237718847,0.880851920971917,0.04035098345932195,0.8175471698113205,0.808235294117647,0.8607087893678094,97.96118135437462,99.36958509665483,100.49832775919732
941926.txt,541,198,333,156,208,42,0.7878787878787878,0.6155268022181146,0.3659889094269871,8.512684891768485,0.840285192577193,0.05843515558200281,0.77150406504065,0.7679999999999999,0.7949714809361231,62.74148719497556,63.60872974486742,62.953789279112755
944195.txt,803,316,451,254,352,62,0.8037974683544303,0.5616438356164384,0.39352428393524286,11.151397837201252,0.8605617464613327,0.04800409932232778,0.7695755968169767,0.77125,0.8251458117244209,69.56183811350758,69.18896007209749,73.86550435865504
947433.txt,547,229,275,166,272,63,0.7248908296943232,0.5027422303473492,0.4186471663619744,9.791332958126393,0.8618869268105984,0.05044328432825704,0.7704016064257022,0.768,0.8108070419425993,62.06918522724399,63.06078037191027,64.25776965265082
955065.txt,245,134,98,82,147,52,0.6119402985074627,0.4,0.5469387755102041,8.560945970999194,0.8903126543965537,0.045910305826487044,0.7752040816326545,0.7650000000000001,0.8145996965063657,79.13358147229116,61.405379036117964,74.47755102040816
957627.txt,496,250,266,183,230,67,0.732,0.5362903225806451,0.5040322580645161,11.225331376673433,0.8896146575904048,0.04095199139076641,0.8244295302013408,0.8266666666666668,0.8619842707389236,104.68053453005771,100.58130699088146,104.20967741935483
965069.txt,1533,574,961,492,572,82,0.8571428571428571,0.6268754076973255,0.3744292237442922,14.660231049653472,0.8660729503119997,0.04204215269413776,0.8121563342318047,0.8106666666666668,0.8574976010974048,102.49647286345777,100.3984688423291,103.96477495107632
975229.txt,880,351,487,291,393,60,0.8290598290598291,0.553409090909091,0.39886363636363636,11.832207586229899,0.8644327034219386,0.0460411256144582,0.7818291215403116,0.7752941176470587,0.82458603021404,77.21953678948172,70.08707824016847,71.22954545454546
980605.txt,724,350,455,294,269,56,0.84,0.6284530386740331,0.48342541436464087,13.007647559325411,0.8896156013776297,0.03859947196822203,0.8269925925925912,0.8257142857142856,0.8512483512620229,107.28549761047667,106.93294557114851,106.87569060773481
991095.txt,256,151,137,108,119,43,0.7152317880794702,0.53515625,0.58984375,9.4375,0.9048005924156348,0.03953069833389198,0.8061835748792281,0.8160000000000001,0.8415218254068415,88.59542426875181,73.00023923444977,102.4375
994748.txt,1411,610,776,508,635,102,0.8327868852459016,0.5499645641389086,0.43231750531537916,16.239263475982565,0.8843644848407112,0.03671520029969429,0.8104845814977999,0.8114285714285713,0.8496668454009809,102.36943566660233,95.58811823037887,101.194188518781
998966.txt,277,130,120,74,157,56,0.5692307692307692,0.4332129963898917,0.4693140794223827,7.810942985639426,0.8654906292700012,0.05507082287175724,0.7988596491228074,0.796,0.8059306628742569,66.32532058043782,72.65163524432474,67.29241877256318
